number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC4317,2020-01-12 07:24:21,UserB,2020-03-10 19:57:23,,2020-07-15 08:03:50,2020-03-25 02:23:55,,UserA,,,walk-in,Help,1 High,This is a description,1 - Critical,In Progress,New
INC4318,2020-01-24 13:19:08,UserF,2020-03-24 22:03:31,2020-07-14 14:55:09,,,,UserE,,,walk-in,Network,1 High,This is a description,2 - High,,New
INC4319,2020-02-09 18:19:06,UserE,2020-03-06 06:50:38,,2020-07-19 04:38:32,,,UserD,2020-04-02 22:53:13,,email,Help,2 Medium,This is a description,4 - Low,In Progress,Overdue
INC4320,2020-02-11 08:23:25,UserD,2020-03-20 15:47:47,,,2020-04-09 19:30:21,2020-09-10 04:08:58,UserB,,2020-05-25 04:26:38,phone,Software,1 High,This is a description,2 - High,In Progress,
INC4321,2020-01-24 08:19:14,UserA,2020-02-25 02:25:31,2020-06-19 02:14:28,,2020-04-17 04:53:57,,UserA,,,walk-in,Software,2 Medium,This is a description,1 - Critical,Normal,Normal
INC4322,2020-02-05 04:10:18,UserA,2020-03-11 09:31:23,,,2020-03-02 19:40:45,,UserE,,,walk-in,Hardware,3 Low,This is a description,2 - High,In Progress,Overdue
INC4323,2020-02-24 09:36:02,UserB,2020-03-12 03:38:38,,2020-07-10 08:59:39,,,UserE,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,High
INC4324,2020-02-24 19:17:57,UserE,2020-02-26 20:04:21,,,2020-03-17 16:57:58,,UserG,,,email,Hardware,1 High,This is a description,3 - Moderate,In Progress,High
INC4325,2020-02-26 11:54:05,UserB,2020-03-21 19:58:16,,,,,UserE,2020-05-07 14:02:26,2020-06-09 20:50:43,email,Help,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC4326,2020-02-19 18:23:16,UserB,2020-02-25 15:35:11,,,2020-04-21 16:02:03,,UserG,,,walk-in,Help,3 Low,This is a description,4 - Low,On Hold,Overdue
INC4327,2020-02-25 16:31:53,UserF,2020-02-07 08:18:34,,,2020-04-16 20:24:04,,UserA,,,phone,Network,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC4328,2020-02-02 06:01:01,UserA,2020-03-13 01:50:04,2020-07-26 03:42:12,,2020-03-01 11:45:04,,UserF,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC4329,2020-01-17 04:14:02,UserC,2020-02-16 02:38:43,,,,,UserC,,,phone,Help,2 Medium,This is a description,1 - Critical,Closed,Normal
INC4330,2020-02-27 05:03:41,UserE,2020-03-04 00:18:02,,,,,UserF,2020-04-28 07:14:08,2020-06-06 12:37:52,walk-in,Smartphone,2 Medium,This is a description,4 - Low,In Progress,New
INC4331,2020-02-01 02:26:39,UserB,2020-02-27 21:07:09,,2020-08-25 12:12:56,,,UserF,,2020-05-11 04:31:40,phone,Hardware,2 Medium,This is a description,2 - High,In Progress,Moderate
INC4332,2020-01-11 02:58:01,UserE,2020-02-05 05:11:51,,,2020-03-27 22:07:43,,UserD,,2020-05-23 11:33:17,phone,Software,2 Medium,This is a description,3 - Moderate,Closed,
INC4333,2020-01-19 18:16:40,UserB,2020-02-19 05:25:24,,,2020-04-12 20:21:08,,UserE,,,phone,Help,2 Medium,This is a description,1 - Critical,,Overdue
INC4334,2020-01-24 04:36:14,UserB,2020-03-04 10:30:35,,,2020-04-14 18:10:13,,UserC,2020-05-02 18:06:43,,phone,Software,2 Medium,This is a description,3 - Moderate,Closed,New
INC4335,2020-01-20 16:36:02,UserA,2020-03-25 13:26:04,,,2020-04-12 20:16:37,,UserB,,2020-05-21 23:08:08,email,Help,2 Medium,This is a description,3 - Moderate,On Hold,Normal
INC4336,2020-02-27 05:41:24,UserC,2020-02-19 15:29:02,,2020-07-09 18:09:24,,,UserB,,2020-05-28 12:35:12,email,Software,1 High,This is a description,4 - Low,,Overdue
INC4337,2020-01-02 19:15:58,UserE,2020-03-14 20:20:09,,,,,UserF,2020-05-25 15:54:28,,walk-in,Smartphone,1 High,This is a description,5 - Planning,,
INC4338,2020-01-23 21:53:35,UserA,2020-02-13 12:49:02,,,,,UserB,,,phone,Help,2 Medium,This is a description,5 - Planning,Closed,High
INC4339,2020-02-19 16:51:01,UserA,2020-03-22 09:45:41,,,2020-03-18 03:48:28,,UserA,,,email,Smartphone,3 Low,This is a description,2 - High,In Progress,New
INC4340,2020-01-17 06:02:15,UserA,2020-03-27 07:52:50,,2020-08-04 10:04:39,,,UserB,2020-05-23 17:34:58,2020-05-26 02:26:10,walk-in,Help,3 Low,This is a description,1 - Critical,Closed,High
INC4341,2020-02-25 14:55:12,UserA,2020-03-11 09:49:05,,2020-07-16 10:35:21,,,UserE,,,walk-in,Help,2 Medium,This is a description,4 - Low,,Overdue
INC4342,2020-02-13 00:46:26,UserD,2020-03-13 01:15:55,,,,,UserD,,,email,Help,2 Medium,This is a description,2 - High,In Progress,Moderate
INC4343,2020-02-15 01:15:30,UserA,2020-02-05 16:35:33,,,,2020-10-02 07:28:02,UserE,2020-04-20 23:24:09,,email,Hardware,2 Medium,This is a description,5 - Planning,Closed,Normal
INC4344,2020-02-19 12:36:43,UserD,2020-02-25 04:31:08,,2020-07-07 19:40:15,2020-04-22 18:01:15,,UserB,,,walk-in,Help,2 Medium,This is a description,4 - Low,On Hold,Moderate
INC4345,2020-02-20 03:13:32,UserF,2020-02-25 14:45:03,,,,,UserA,,,email,Help,2 Medium,This is a description,1 - Critical,Closed,Overdue
INC4346,2020-02-16 23:09:41,UserA,2020-02-15 08:48:45,,2020-08-09 04:27:11,,,UserB,2020-04-15 07:45:26,,walk-in,Network,2 Medium,This is a description,4 - Low,,Overdue
INC4347,2020-01-21 07:34:30,UserB,2020-02-25 18:04:53,,,2020-03-18 05:07:15,,UserA,2020-05-13 11:05:48,2020-06-12 20:45:03,email,Software,2 Medium,This is a description,1 - Critical,On Hold,Normal
INC4348,2020-02-03 18:26:23,UserF,2020-02-20 00:20:11,,,,2020-10-10 23:53:02,UserC,,,walk-in,Software,2 Medium,This is a description,5 - Planning,In Progress,
INC4349,2020-02-18 02:20:41,UserF,2020-03-23 08:23:27,,2020-08-02 22:57:44,2020-04-05 09:27:17,,UserB,,2020-06-04 10:59:36,walk-in,Help,3 Low,This is a description,2 - High,Normal,Normal
INC4350,2020-01-19 05:09:27,UserB,2020-03-25 20:01:53,,,,,UserG,,,walk-in,Smartphone,2 Medium,This is a description,2 - High,In Progress,
INC4351,2020-02-04 05:57:15,UserA,2020-03-15 09:42:11,,,,,UserB,,,email,Help,2 Medium,This is a description,3 - Moderate,On Hold,Moderate
INC4352,2020-01-09 09:07:35,UserB,2020-02-18 02:45:15,,,,,UserG,,,walk-in,Help,1 High,This is a description,3 - Moderate,,Normal
INC4353,2020-01-17 20:57:16,UserB,2020-02-20 12:21:20,2020-06-28 04:55:14,,,,UserA,,2020-05-15 02:27:34,phone,Hardware,2 Medium,This is a description,1 - Critical,On Hold,Normal
INC4354,2020-02-03 11:31:39,UserF,2020-02-20 11:30:28,,2020-08-04 00:34:15,2020-03-27 19:47:23,,UserG,,,walk-in,Hardware,1 High,This is a description,2 - High,Normal,
INC4355,2020-01-25 00:20:31,UserD,2020-03-09 10:37:16,,,,2020-09-19 23:01:05,UserA,2020-04-11 22:04:53,,email,Software,2 Medium,This is a description,1 - Critical,Normal,
INC4356,2020-01-05 12:39:18,UserA,2020-02-21 17:16:27,2020-07-19 13:49:35,,,,UserC,,,email,Hardware,3 Low,This is a description,3 - Moderate,In Progress,Overdue
INC4357,2020-02-12 10:18:06,UserE,2020-03-17 17:30:44,,,,,UserB,2020-04-12 05:57:52,2020-06-11 04:32:22,walk-in,Software,3 Low,This is a description,4 - Low,Normal,New
INC4358,2020-01-21 22:10:47,UserB,2020-03-19 09:07:55,,,2020-03-26 04:48:11,,UserA,,,email,Help,1 High,This is a description,1 - Critical,In Progress,High
INC4359,2020-01-22 07:15:29,UserC,2020-03-20 07:40:33,,,2020-03-17 16:08:18,,UserC,2020-04-04 03:33:13,,walk-in,Help,2 Medium,This is a description,1 - Critical,,Normal
INC4360,2020-02-08 01:08:05,UserA,2020-02-05 16:47:37,,,,,UserA,2020-05-25 07:32:15,2020-05-19 02:51:34,walk-in,Software,1 High,This is a description,3 - Moderate,Normal,New
INC4361,2020-02-23 23:21:21,UserA,2020-02-11 13:54:22,,,2020-03-05 10:25:42,,UserB,2020-04-23 14:54:48,,walk-in,Software,2 Medium,This is a description,5 - Planning,In Progress,
INC4362,2020-02-02 10:10:27,UserF,2020-03-27 06:38:49,,,2020-03-11 14:05:56,,UserE,,,email,Software,2 Medium,This is a description,3 - Moderate,In Progress,Moderate
INC4363,2020-01-28 01:12:21,UserD,2020-03-15 16:08:52,,,,,UserE,,,walk-in,Help,2 Medium,This is a description,4 - Low,In Progress,
INC4364,2020-01-16 13:46:48,UserG,2020-03-04 02:51:34,,,2020-03-06 18:21:07,,UserG,2020-04-19 07:51:31,,walk-in,Network,2 Medium,This is a description,4 - Low,,New
INC4365,2020-01-09 10:01:48,UserB,2020-02-08 06:16:33,,,2020-04-19 13:58:29,,UserA,,,phone,Network,2 Medium,This is a description,2 - High,In Progress,Normal
INC4366,2020-01-15 21:47:05,UserD,2020-03-23 13:54:39,2020-06-04 18:35:34,,2020-03-18 06:25:54,,UserE,2020-05-06 16:20:07,2020-05-02 21:41:31,phone,Help,2 Medium,This is a description,3 - Moderate,In Progress,New
INC4367,2020-02-23 22:15:03,UserB,2020-02-09 15:11:28,2020-06-07 01:23:34,2020-08-20 22:34:43,,,UserA,,2020-06-05 06:18:34,phone,Help,2 Medium,This is a description,3 - Moderate,Closed,
INC4368,2020-02-18 23:01:55,UserF,2020-02-22 04:55:50,,,2020-03-12 20:56:11,,UserA,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,In Progress,Moderate
INC4369,2020-01-28 04:26:37,UserD,2020-02-26 04:43:25,,,2020-04-08 07:51:06,,UserA,2020-05-06 02:58:38,2020-05-09 08:59:18,walk-in,Software,2 Medium,This is a description,4 - Low,,
INC4370,2020-02-03 08:06:22,UserB,2020-03-21 21:35:09,,,,,UserA,,2020-05-25 03:15:22,phone,Hardware,2 Medium,This is a description,4 - Low,On Hold,New
INC4371,2020-02-12 01:04:17,UserG,2020-02-22 02:03:29,,,,2020-09-12 17:45:18,UserG,,2020-06-27 01:49:14,walk-in,Help,2 Medium,This is a description,5 - Planning,In Progress,New
INC4372,2020-01-07 22:55:40,UserA,2020-03-27 08:32:43,,2020-07-12 02:25:58,,2020-10-13 06:21:36,UserB,,,walk-in,Software,3 Low,This is a description,2 - High,On Hold,
INC4373,2020-01-10 08:27:54,UserA,2020-03-24 10:40:46,2020-06-03 09:36:48,,,,UserB,2020-04-19 07:03:51,,email,Software,2 Medium,This is a description,2 - High,,Moderate
INC4374,2020-02-01 19:04:34,UserG,2020-03-23 23:14:18,,,2020-04-28 10:03:18,,UserB,2020-05-28 11:01:25,2020-06-06 07:04:58,email,Software,3 Low,This is a description,3 - Moderate,In Progress,High
INC4375,2020-02-03 02:17:06,UserA,2020-02-15 16:32:27,,,2020-04-01 16:48:54,,UserF,2020-04-26 11:05:33,,walk-in,Hardware,2 Medium,This is a description,2 - High,In Progress,New
INC4376,2020-02-08 16:01:34,UserF,2020-03-13 08:34:20,,2020-07-25 14:38:47,2020-04-13 01:25:09,,UserE,,2020-06-17 17:29:03,phone,Smartphone,1 High,This is a description,2 - High,In Progress,Moderate
INC4377,2020-02-17 19:13:03,UserD,2020-02-10 12:54:03,,,2020-04-16 12:30:12,2020-09-27 21:52:43,UserB,2020-04-13 23:51:42,2020-06-11 19:42:12,walk-in,Smartphone,3 Low,This is a description,4 - Low,On Hold,
INC4378,2020-01-16 03:39:46,UserB,2020-02-23 00:06:15,2020-07-28 09:22:45,,2020-04-17 19:44:29,,UserF,,,walk-in,Help,3 Low,This is a description,3 - Moderate,,
INC4379,2020-01-21 07:52:10,UserE,2020-03-13 05:41:09,,,2020-04-12 13:59:32,,UserE,2020-04-27 03:07:39,2020-06-04 16:44:48,email,Hardware,2 Medium,This is a description,4 - Low,In Progress,Normal
INC4380,2020-01-08 04:04:11,UserA,2020-03-23 08:36:31,,2020-07-15 20:56:47,,,UserB,,,walk-in,Hardware,2 Medium,This is a description,2 - High,,Moderate
INC4381,2020-02-10 15:13:53,UserD,2020-02-22 16:34:13,,,,,UserB,2020-05-05 16:18:47,,walk-in,Hardware,2 Medium,This is a description,2 - High,Closed,Normal
INC4382,2020-01-21 14:38:39,UserA,2020-03-20 11:43:59,,,2020-04-04 09:08:15,,UserA,,,walk-in,Help,3 Low,This is a description,4 - Low,In Progress,Overdue
INC4383,2020-01-13 01:51:27,UserA,2020-02-12 16:16:40,,2020-08-15 22:47:37,2020-04-20 02:55:14,,UserF,,2020-05-06 15:11:36,email,Hardware,2 Medium,This is a description,4 - Low,In Progress,Normal
INC4384,2020-02-15 23:19:01,UserE,2020-03-07 20:41:52,,,2020-03-13 22:46:22,,UserC,,,email,Software,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC4385,2020-02-26 07:54:41,UserC,2020-02-20 07:01:19,,,2020-04-15 12:37:37,,UserB,,,email,Help,2 Medium,This is a description,4 - Low,In Progress,New
INC4386,2020-02-09 11:51:17,UserB,2020-02-19 17:17:20,,2020-07-03 11:28:19,,,UserA,,2020-06-01 01:17:40,walk-in,Help,2 Medium,This is a description,1 - Critical,In Progress,Normal
INC4387,2020-02-14 12:51:25,UserG,2020-02-10 02:52:07,,2020-08-04 00:50:19,2020-03-26 01:04:33,,UserA,,,email,Network,3 Low,This is a description,3 - Moderate,Normal,Overdue
INC4388,2020-02-13 00:15:21,UserA,2020-03-19 02:53:59,,,,,UserA,2020-04-24 19:36:34,,email,Help,1 High,This is a description,5 - Planning,Normal,
INC4389,2020-02-11 13:58:22,UserA,2020-03-09 06:10:47,,,2020-04-13 18:22:33,,UserA,2020-04-15 08:26:44,,walk-in,Help,1 High,This is a description,2 - High,In Progress,
INC4390,2020-01-17 07:07:35,UserD,2020-03-26 10:30:34,,,,,UserC,,,walk-in,Help,2 Medium,This is a description,2 - High,In Progress,Overdue
INC4391,2020-01-21 14:47:59,UserF,2020-02-04 20:35:32,,2020-07-21 03:01:48,2020-04-10 06:42:48,,UserA,,,email,Help,2 Medium,This is a description,2 - High,Normal,
INC4392,2020-01-24 02:20:15,UserA,2020-03-22 20:46:10,,,2020-03-15 12:47:49,2020-10-05 12:28:08,UserE,2020-04-25 05:44:17,,email,Software,2 Medium,This is a description,4 - Low,Closed,Normal
INC4393,2020-01-10 18:16:34,UserB,2020-02-18 09:45:38,,2020-08-28 21:44:26,2020-03-08 20:20:41,,UserG,2020-04-15 02:58:10,,email,Smartphone,1 High,This is a description,4 - Low,In Progress,Overdue
INC4394,2020-01-16 00:48:03,UserF,2020-03-13 22:28:11,,,2020-03-02 05:10:14,,UserB,,,walk-in,Software,2 Medium,This is a description,4 - Low,Normal,High
INC4395,2020-02-15 01:46:56,UserG,2020-02-25 14:47:14,,,,,UserG,2020-05-28 22:19:37,,walk-in,Software,3 Low,This is a description,2 - High,Normal,
INC4396,2020-01-09 11:13:06,UserG,2020-02-09 10:06:15,2020-07-28 20:36:33,,2020-04-04 08:42:45,2020-09-18 16:29:15,UserA,2020-04-20 19:29:53,,email,Help,3 Low,This is a description,2 - High,In Progress,Overdue
INC4397,2020-01-25 22:56:20,UserF,2020-03-26 03:01:59,,,2020-04-14 09:44:04,,UserB,2020-05-13 02:55:26,,email,Help,2 Medium,This is a description,4 - Low,In Progress,Normal
INC4398,2020-02-18 09:19:32,UserB,2020-02-11 01:49:28,2020-07-18 05:11:51,2020-07-28 11:53:01,,,UserC,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,On Hold,Normal
INC4399,2020-01-10 06:53:40,UserA,2020-02-22 13:41:36,,,2020-04-18 09:15:04,,UserB,2020-04-17 21:28:22,,phone,Software,2 Medium,This is a description,4 - Low,Normal,Moderate
INC4400,2020-01-24 20:32:54,UserC,2020-02-01 20:11:14,2020-06-16 15:31:33,,2020-03-24 11:33:26,,UserA,,,walk-in,Network,3 Low,This is a description,5 - Planning,In Progress,Normal
INC4401,2020-01-21 03:24:33,UserG,2020-03-19 11:34:51,,,2020-04-28 08:19:16,,UserA,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Closed,High
INC4402,2020-01-13 10:02:47,UserE,2020-02-22 18:48:58,,2020-07-08 17:59:39,2020-03-12 13:28:52,,UserD,,2020-06-15 08:10:06,walk-in,Hardware,3 Low,This is a description,1 - Critical,In Progress,Normal
INC4403,2020-02-01 23:48:30,UserB,2020-02-21 09:31:27,,2020-08-24 02:02:05,2020-04-21 17:51:18,,UserB,2020-04-12 03:04:55,,walk-in,Network,2 Medium,This is a description,4 - Low,Closed,High
INC4404,2020-01-01 02:53:40,UserC,2020-03-19 19:15:23,,2020-08-28 17:34:30,,,UserD,,,email,Software,2 Medium,This is a description,2 - High,Normal,Moderate
INC4405,2020-01-13 02:42:20,UserF,2020-02-06 10:44:15,,,2020-04-05 09:57:59,,UserD,,,walk-in,Hardware,2 Medium,This is a description,3 - Moderate,,Moderate
INC4406,2020-02-09 08:27:10,UserA,2020-03-16 03:42:58,,2020-08-19 04:18:49,2020-03-26 08:03:25,,UserC,,,walk-in,Hardware,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC4407,2020-02-03 00:30:41,UserD,2020-03-22 00:42:54,2020-06-18 11:43:40,,2020-03-03 22:09:20,,UserC,2020-05-17 19:38:08,2020-06-01 00:23:15,walk-in,Hardware,2 Medium,This is a description,1 - Critical,Normal,Overdue
INC4408,2020-02-14 11:36:33,UserB,2020-03-21 10:34:40,,,2020-04-23 04:47:52,,UserA,2020-04-21 21:43:50,,walk-in,Software,3 Low,This is a description,2 - High,In Progress,
INC4409,2020-01-21 08:07:36,UserE,2020-03-01 01:32:21,2020-06-06 08:39:44,,,,UserB,2020-04-14 17:16:16,,walk-in,Help,3 Low,This is a description,2 - High,,Overdue
INC4410,2020-01-14 05:30:32,UserB,2020-02-16 17:39:56,,2020-08-07 17:12:58,2020-04-04 13:05:36,,UserG,,,walk-in,Help,1 High,This is a description,3 - Moderate,In Progress,Moderate
INC4411,2020-01-18 22:29:02,UserG,2020-03-25 15:47:25,,,,,UserF,,,phone,Help,1 High,This is a description,3 - Moderate,In Progress,Overdue
INC4412,2020-02-08 06:07:06,UserF,2020-02-13 20:08:28,,,2020-04-08 10:52:35,,UserB,2020-04-11 03:23:21,2020-05-02 08:29:16,email,Help,2 Medium,This is a description,4 - Low,Closed,Moderate
INC4413,2020-02-28 17:25:30,UserC,2020-03-17 18:16:54,,,,,UserF,2020-04-21 14:44:26,,email,Software,2 Medium,This is a description,2 - High,,
INC4414,2020-01-23 21:46:07,UserB,2020-02-26 20:04:05,,,,,UserB,,,walk-in,Help,2 Medium,This is a description,5 - Planning,In Progress,Normal
INC4415,2020-01-03 14:49:36,UserA,2020-02-13 16:25:58,,,,,UserE,2020-05-04 14:10:41,2020-05-20 15:13:25,walk-in,Software,2 Medium,This is a description,2 - High,In Progress,Normal
INC4416,2020-01-26 17:24:39,UserG,2020-03-11 17:22:11,,2020-08-01 08:25:15,2020-04-13 03:42:10,,UserB,,,walk-in,Smartphone,2 Medium,This is a description,1 - Critical,Normal,Normal
INC4417,2020-02-05 06:49:11,UserA,2020-03-25 03:41:19,,,2020-03-01 05:24:09,,UserB,,2020-06-25 19:44:46,walk-in,Software,3 Low,This is a description,2 - High,In Progress,Overdue
INC4418,2020-02-12 04:11:32,UserA,2020-02-08 20:54:33,,,2020-03-11 03:47:38,,UserE,,2020-06-05 09:07:59,email,Help,3 Low,This is a description,3 - Moderate,On Hold,New
INC4419,2020-02-23 15:54:38,UserF,2020-03-08 22:21:22,,,,,UserE,2020-04-27 07:17:37,,email,Network,2 Medium,This is a description,2 - High,In Progress,Normal
INC4420,2020-01-02 22:04:10,UserB,2020-02-24 19:32:40,,,2020-04-28 06:16:35,,UserA,,,email,Software,2 Medium,This is a description,5 - Planning,Closed,
INC4421,2020-01-09 13:27:31,UserB,2020-03-19 18:16:16,2020-07-10 04:23:01,2020-08-16 10:06:29,,,UserG,,,email,Help,2 Medium,This is a description,4 - Low,,High
INC4422,2020-01-27 00:42:03,UserG,2020-02-06 09:16:11,,,,,UserA,,,phone,Help,2 Medium,This is a description,2 - High,In Progress,New
INC4423,2020-02-25 13:47:04,UserB,2020-02-24 11:40:19,2020-07-06 12:31:31,,2020-04-04 14:43:54,,UserA,,2020-06-02 19:32:50,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,,Normal
INC4424,2020-01-05 04:45:34,UserB,2020-02-20 17:20:49,2020-07-16 16:45:52,,,,UserG,,2020-05-26 06:08:19,walk-in,Help,3 Low,This is a description,4 - Low,In Progress,
INC4425,2020-02-25 20:08:56,UserC,2020-03-17 18:32:08,2020-07-25 20:04:43,,,,UserB,,2020-06-05 01:38:36,phone,Help,2 Medium,This is a description,2 - High,Closed,
INC4426,2020-01-03 21:23:59,UserA,2020-03-03 05:53:56,,,2020-04-23 17:18:58,,UserC,,2020-06-18 09:32:55,email,Software,2 Medium,This is a description,4 - Low,,Overdue
INC4427,2020-02-02 22:58:25,UserB,2020-03-27 13:05:03,,,2020-04-23 03:35:54,,UserF,2020-04-03 05:35:06,,walk-in,Help,2 Medium,This is a description,1 - Critical,Closed,New
INC4428,2020-01-08 21:54:12,UserA,2020-03-23 10:19:13,,,2020-04-20 14:38:11,,UserB,2020-04-13 17:51:28,,walk-in,Network,3 Low,This is a description,3 - Moderate,Normal,
INC4429,2020-02-09 22:20:39,UserA,2020-03-03 23:35:54,,,2020-03-01 22:53:23,2020-10-07 07:53:18,UserE,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,High
INC4430,2020-02-01 11:47:20,UserA,2020-03-28 02:10:41,,,2020-04-18 21:19:18,,UserC,,,phone,Hardware,2 Medium,This is a description,4 - Low,On Hold,New
INC4431,2020-01-14 19:31:23,UserG,2020-03-06 22:04:57,,2020-07-05 02:04:22,,,UserB,2020-04-13 23:16:42,2020-05-08 11:31:43,walk-in,Help,3 Low,This is a description,5 - Planning,Closed,Normal
INC4432,2020-01-28 09:44:48,UserA,2020-02-11 05:11:47,,2020-07-22 21:54:37,,,UserA,,,email,Network,3 Low,This is a description,3 - Moderate,Closed,
INC4433,2020-02-11 23:45:26,UserA,2020-02-11 06:15:59,,,2020-04-24 19:18:57,,UserB,,,email,Software,1 High,This is a description,1 - Critical,In Progress,Overdue
INC4434,2020-01-11 07:34:49,UserB,2020-02-26 11:15:27,,2020-07-24 07:21:23,,,UserA,,,email,Smartphone,2 Medium,This is a description,3 - Moderate,,
INC4435,2020-01-11 22:42:30,UserA,2020-02-07 02:42:30,,,,2020-10-02 02:07:30,UserE,,,email,Help,1 High,This is a description,3 - Moderate,On Hold,High
INC4436,2020-01-18 06:32:43,UserB,2020-03-20 05:10:09,,,,,UserA,,2020-05-24 02:03:36,email,Network,2 Medium,This is a description,2 - High,In Progress,Normal
INC4437,2020-01-16 07:25:46,UserA,2020-03-09 05:52:07,,,2020-04-01 04:20:32,,UserD,2020-05-01 15:57:51,,email,Help,1 High,This is a description,4 - Low,In Progress,
INC4438,2020-02-02 23:59:17,UserC,2020-03-26 16:45:29,,,,,UserB,2020-05-04 15:11:50,,email,Smartphone,3 Low,This is a description,4 - Low,Normal,New
INC4439,2020-02-16 10:10:35,UserA,2020-03-02 16:30:07,2020-07-01 22:26:47,,,,UserB,,,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,Overdue
INC4440,2020-01-03 11:31:28,UserA,2020-02-12 16:45:35,,,2020-04-20 16:44:19,,UserG,,2020-05-14 14:43:26,email,Network,3 Low,This is a description,4 - Low,Normal,New
INC4441,2020-02-26 13:24:16,UserA,2020-02-06 20:12:06,,,2020-04-08 14:22:42,2020-10-15 12:38:05,UserC,2020-04-25 12:44:41,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,Normal,Overdue
INC4442,2020-01-16 21:18:12,UserD,2020-03-25 12:13:55,,,,,UserE,,,email,Hardware,1 High,This is a description,3 - Moderate,On Hold,
INC4443,2020-02-16 20:21:40,UserF,2020-02-20 04:20:11,,2020-08-09 01:24:49,2020-04-06 10:31:13,,UserB,2020-04-25 10:04:10,,walk-in,Network,2 Medium,This is a description,3 - Moderate,,New
INC4444,2020-01-02 15:02:22,UserB,2020-02-23 14:51:47,,,2020-04-28 01:07:56,,UserA,2020-04-27 09:19:34,2020-06-21 02:15:39,email,Smartphone,1 High,This is a description,3 - Moderate,Closed,Normal
INC4445,2020-02-21 06:59:27,UserF,2020-02-25 06:30:59,2020-06-18 12:02:57,,2020-03-26 23:51:43,,UserC,,,phone,Help,1 High,This is a description,4 - Low,Normal,Overdue
INC4446,2020-01-23 08:55:53,UserA,2020-02-02 21:25:03,,,,,UserB,,,email,Network,2 Medium,This is a description,4 - Low,Normal,Overdue
INC4447,2020-01-16 00:58:28,UserA,2020-03-14 08:11:09,,,,2020-10-23 22:54:17,UserD,2020-05-28 17:11:32,,walk-in,Network,2 Medium,This is a description,5 - Planning,,Overdue
INC4448,2020-02-28 22:22:34,UserB,2020-03-27 16:55:44,,,,,UserB,,,email,Help,1 High,This is a description,5 - Planning,On Hold,Moderate
INC4449,2020-02-23 22:46:50,UserA,2020-02-26 00:58:23,,,,,UserE,,,email,Software,3 Low,This is a description,2 - High,In Progress,Moderate
INC4450,2020-01-19 00:33:30,UserB,2020-03-19 19:24:16,2020-06-07 23:19:05,,2020-04-07 01:13:10,,UserC,,,email,Hardware,2 Medium,This is a description,3 - Moderate,In Progress,High
INC4451,2020-01-25 08:03:34,UserA,2020-03-23 02:28:39,,,,,UserA,2020-04-06 04:43:09,,walk-in,Software,2 Medium,This is a description,3 - Moderate,,Moderate
INC4452,2020-02-26 04:26:33,UserF,2020-03-12 12:59:10,,,2020-04-23 12:52:49,,UserA,,,phone,Software,2 Medium,This is a description,2 - High,Normal,New
INC4453,2020-01-07 01:45:54,UserD,2020-02-09 00:52:30,,,2020-04-09 06:50:30,,UserB,,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,In Progress,Overdue
INC4454,2020-02-23 19:16:58,UserB,2020-02-13 09:11:35,,,,,UserB,,2020-06-24 22:35:37,walk-in,Help,2 Medium,This is a description,4 - Low,In Progress,New
INC4455,2020-01-22 09:48:45,UserC,2020-03-15 17:16:16,,,,2020-09-16 09:41:38,UserD,2020-04-24 06:04:49,2020-05-11 19:26:29,walk-in,Help,1 High,This is a description,5 - Planning,Closed,
INC4456,2020-01-13 15:34:11,UserC,2020-02-10 17:24:10,,,2020-03-20 17:35:59,,UserG,,2020-06-25 01:43:46,email,Smartphone,2 Medium,This is a description,5 - Planning,Normal,Overdue
INC4457,2020-01-13 22:39:58,UserA,2020-03-18 07:35:19,,,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,1 - Critical,,Normal
INC4458,2020-01-03 16:33:23,UserF,2020-02-22 23:30:15,2020-07-07 16:57:05,,2020-04-07 15:33:48,,UserF,2020-05-25 22:29:39,,walk-in,Smartphone,2 Medium,This is a description,4 - Low,,High
INC4459,2020-01-26 17:23:13,UserF,2020-03-18 20:59:07,,,2020-04-21 02:46:58,,UserA,2020-04-02 09:05:15,,walk-in,Help,1 High,This is a description,2 - High,Closed,New
INC4460,2020-01-11 09:19:56,UserG,2020-03-03 11:30:12,,,2020-03-14 15:07:30,,UserG,,2020-06-07 10:29:48,walk-in,Software,2 Medium,This is a description,3 - Moderate,Normal,Overdue
