number,sys_created_on,sys_created_by,opened_at,resolved_at,reopened_time,activity_due,closed_at,closed_by,due_date,sla_due,contact_type,category,urgency,short_description,priority,state,escalation
INC439,2020-01-25 22:38:14,UserG,2020-02-14 20:59:30,,2020-07-08 20:44:47,2020-03-04 17:25:05,,UserB,2020-05-21 18:57:17,,walk-in,Hardware,3 Low,This is a description,3 - Moderate,In Progress,Overdue
INC440,2020-02-07 08:39:38,UserE,2020-03-27 13:41:55,,2020-07-17 16:29:35,,,UserB,2020-04-11 10:52:29,2020-05-19 19:18:12,phone,Network,1 High,This is a description,4 - Low,Normal,New
INC441,2020-01-20 05:20:56,UserB,2020-03-18 03:11:37,,,,,UserA,,,email,Smartphone,2 Medium,This is a description,4 - Low,In Progress,
INC442,2020-02-26 15:33:25,UserB,2020-02-13 19:03:54,,,2020-04-04 12:19:35,,UserB,,2020-05-16 15:28:03,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,,New
INC443,2020-01-01 15:34:13,UserG,2020-03-04 02:19:43,,,2020-04-17 09:17:25,,UserB,2020-04-27 05:13:55,,walk-in,Software,2 Medium,This is a description,4 - Low,Normal,Overdue
INC444,2020-01-12 04:33:39,UserA,2020-03-27 05:34:43,,,,,UserB,,,walk-in,Hardware,1 High,This is a description,4 - Low,Normal,Overdue
INC445,2020-02-18 06:18:44,UserA,2020-02-17 13:46:15,2020-07-17 13:32:24,2020-07-15 16:04:01,2020-03-24 20:36:04,2020-10-17 15:24:51,UserB,,,walk-in,Network,2 Medium,This is a description,4 - Low,In Progress,High
INC446,2020-02-27 21:20:37,UserB,2020-03-10 20:39:49,,,2020-04-10 01:27:35,,UserA,,,email,Software,2 Medium,This is a description,5 - Planning,Normal,Normal
INC447,2020-02-02 00:14:09,UserA,2020-02-20 17:11:08,,,2020-03-11 09:29:03,,UserA,,,email,Smartphone,2 Medium,This is a description,5 - Planning,,
INC448,2020-01-04 20:42:42,UserG,2020-02-03 02:53:58,,2020-07-06 20:27:12,2020-03-24 19:16:12,,UserD,,,walk-in,Software,2 Medium,This is a description,2 - High,,Overdue
INC449,2020-02-22 08:13:54,UserA,2020-02-11 23:18:16,,2020-07-27 20:11:09,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,Normal
INC450,2020-01-04 09:02:56,UserA,2020-03-05 14:41:03,,,2020-04-05 17:41:40,,UserA,,,email,Help,2 Medium,This is a description,4 - Low,Normal,Normal
INC451,2020-01-11 02:10:10,UserC,2020-03-04 02:14:43,,,,,UserB,,,walk-in,Smartphone,2 Medium,This is a description,3 - Moderate,In Progress,
INC452,2020-01-07 04:22:40,UserA,2020-03-21 06:32:09,,,2020-03-24 02:07:31,,UserB,,,email,Software,3 Low,This is a description,2 - High,In Progress,High
INC453,2020-02-02 15:55:33,UserA,2020-03-15 12:56:29,,,2020-03-25 00:14:22,,UserD,,,walk-in,Software,2 Medium,This is a description,3 - Moderate,Closed,Moderate
INC454,2020-02-02 13:01:39,UserA,2020-03-08 06:04:29,,,,,UserE,,,walk-in,Smartphone,3 Low,This is a description,3 - Moderate,,New
INC455,2020-01-10 19:19:59,UserA,2020-02-25 16:24:11,,,,,UserF,2020-04-09 22:43:59,,email,Network,3 Low,This is a description,3 - Moderate,In Progress,New
INC456,2020-01-26 07:31:12,UserA,2020-03-02 11:31:12,2020-07-10 11:24:44,,2020-04-19 05:30:09,,UserA,2020-05-15 04:05:32,,email,Hardware,3 Low,This is a description,2 - High,In Progress,
INC457,2020-01-20 13:33:08,UserA,2020-03-10 20:42:58,,,2020-04-11 01:14:51,,UserB,,2020-06-27 13:06:33,walk-in,Hardware,3 Low,This is a description,4 - Low,On Hold,New
INC458,2020-01-28 05:27:21,UserB,2020-03-18 01:48:03,,,2020-03-16 10:05:08,2020-10-08 05:07:30,UserA,,,email,Help,1 High,This is a description,4 - Low,Normal,Normal
INC459,2020-01-04 07:45:31,UserE,2020-02-19 15:24:58,,,,,UserA,,,phone,Help,2 Medium,This is a description,3 - Moderate,,New
INC460,2020-02-10 13:45:25,UserF,2020-03-08 02:29:09,2020-07-11 07:30:25,,,,UserA,2020-05-05 08:04:23,,walk-in,Hardware,2 Medium,This is a description,5 - Planning,On Hold,High
INC461,2020-01-24 14:07:57,UserA,2020-03-11 01:11:19,,,2020-04-15 04:10:52,,UserB,,,walk-in,Hardware,1 High,This is a description,3 - Moderate,Normal,New
INC462,2020-01-09 06:38:32,UserA,2020-03-26 20:03:31,,,,,UserA,2020-04-02 18:46:21,,walk-in,Help,2 Medium,This is a description,3 - Moderate,In Progress,Moderate
INC463,2020-01-17 20:53:04,UserA,2020-02-20 15:04:18,,2020-08-25 08:27:28,,,UserA,2020-04-13 18:19:56,,walk-in,Help,2 Medium,This is a description,3 - Moderate,On Hold,Normal
INC464,2020-01-08 14:07:39,UserC,2020-02-14 16:18:26,2020-07-11 15:41:38,,2020-04-16 22:22:26,,UserA,,,walk-in,Software,2 Medium,This is a description,4 - Low,In Progress,Normal
INC465,2020-01-12 22:20:10,UserG,2020-02-09 22:03:45,,,,,UserA,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,Normal,Overdue
INC466,2020-01-16 01:07:17,UserA,2020-03-03 01:14:45,,,,,UserG,,,email,Hardware,2 Medium,This is a description,4 - Low,On Hold,Moderate
INC467,2020-01-01 02:02:52,UserB,2020-03-25 22:10:52,,,,,UserD,,,email,Help,1 High,This is a description,4 - Low,In Progress,Overdue
INC468,2020-01-21 14:35:35,UserB,2020-02-17 22:24:13,,,2020-04-28 12:58:09,,UserA,,2020-06-07 06:19:46,walk-in,Software,2 Medium,This is a description,3 - Moderate,Normal,Normal
INC469,2020-02-07 15:58:51,UserB,2020-03-24 04:08:42,2020-06-12 21:17:44,2020-08-23 17:45:40,2020-03-23 09:17:17,2020-09-25 12:54:26,UserA,,2020-06-02 23:44:44,phone,Network,2 Medium,This is a description,3 - Moderate,Normal,New
INC470,2020-01-15 12:32:24,UserA,2020-02-21 08:07:51,,,,,UserA,,,email,Software,2 Medium,This is a description,3 - Moderate,On Hold,
INC471,2020-01-27 22:50:23,UserD,2020-02-06 08:07:39,,,2020-04-17 15:07:56,,UserA,2020-04-05 17:48:21,,walk-in,Help,3 Low,This is a description,5 - Planning,In Progress,Moderate
INC472,2020-01-13 20:26:45,UserA,2020-02-23 23:45:42,,2020-08-09 13:50:40,2020-03-24 13:26:46,,UserG,,,phone,Smartphone,2 Medium,This is a description,4 - Low,Normal,
INC473,2020-01-20 09:57:59,UserB,2020-03-28 14:12:45,,2020-08-15 00:55:08,2020-03-17 21:51:12,2020-09-05 13:17:04,UserB,,,email,Smartphone,2 Medium,This is a description,2 - High,On Hold,Overdue
INC474,2020-02-17 05:15:56,UserC,2020-02-04 14:37:14,,,,,UserE,,,email,Help,2 Medium,This is a description,3 - Moderate,,New
INC475,2020-01-08 06:56:26,UserE,2020-02-24 08:25:05,2020-06-07 05:41:39,,,,UserB,,,email,Help,2 Medium,This is a description,3 - Moderate,,Overdue
INC476,2020-01-28 16:04:28,UserA,2020-02-17 12:18:48,,2020-08-20 16:03:20,,,UserB,,2020-06-02 10:04:26,email,Help,2 Medium,This is a description,5 - Planning,,
INC477,2020-02-28 22:44:14,UserG,2020-02-19 14:17:37,2020-06-03 21:25:50,,2020-03-01 12:09:19,,UserA,,,email,Help,1 High,This is a description,4 - Low,Closed,New
INC478,2020-01-21 16:05:47,UserG,2020-03-13 04:20:06,2020-06-11 14:09:18,,,,UserB,,,walk-in,Software,2 Medium,This is a description,4 - Low,On Hold,New
INC479,2020-01-20 15:01:24,UserA,2020-02-16 18:18:14,,,,,UserC,,,email,Software,2 Medium,This is a description,3 - Moderate,Normal,Moderate
INC480,2020-02-03 22:59:26,UserD,2020-03-03 05:27:11,,,2020-03-02 04:22:02,,UserA,,,walk-in,Software,1 High,This is a description,4 - Low,In Progress,Moderate
INC481,2020-02-19 00:26:52,UserB,2020-02-02 20:12:01,,,,,UserA,,2020-06-26 15:43:56,walk-in,Software,2 Medium,This is a description,4 - Low,,Overdue
INC482,2020-02-24 13:18:51,UserA,2020-03-17 08:19:58,,,,,UserB,,,phone,Software,2 Medium,This is a description,4 - Low,Normal,New
INC483,2020-01-02 22:02:26,UserA,2020-02-26 23:18:56,,,,,UserF,,2020-06-09 19:47:08,walk-in,Software,2 Medium,This is a description,4 - Low,Normal,Moderate
INC484,2020-02-15 11:17:55,UserB,2020-03-05 06:58:49,,,2020-03-13 16:27:19,,UserB,,2020-05-10 10:27:25,walk-in,Help,2 Medium,This is a description,3 - Moderate,Normal,
INC485,2020-02-20 21:24:37,UserB,2020-03-08 06:12:59,,,2020-04-09 23:53:40,,UserA,,2020-05-22 17:24:53,walk-in,Software,2 Medium,This is a description,2 - High,Normal,
INC486,2020-01-01 23:39:17,UserE,2020-02-20 21:21:59,,2020-08-15 12:28:20,,,UserB,,,walk-in,Hardware,2 Medium,This is a description,4 - Low,In Progress,High
INC487,2020-01-19 18:18:41,UserB,2020-03-05 11:42:44,,,2020-04-24 08:07:42,,UserA,,,phone,Help,2 Medium,This is a description,3 - Moderate,,Normal
INC488,2020-01-07 18:57:23,UserA,2020-02-28 14:21:42,,,2020-03-18 16:32:42,2020-09-14 13:50:36,UserA,2020-04-16 21:42:44,,walk-in,Hardware,1 High,This is a description,3 - Moderate,Normal,New
INC489,2020-02-05 00:06:51,UserB,2020-02-15 01:38:39,2020-06-19 12:41:57,,2020-04-21 16:04:53,,UserA,2020-04-07 23:29:17,2020-05-03 05:42:25,walk-in,Smartphone,2 Medium,This is a description,2 - High,Normal,Overdue
INC490,2020-01-25 17:55:45,UserG,2020-02-15 17:43:02,,,,,UserA,,,phone,Hardware,2 Medium,This is a description,1 - Critical,Normal,New
INC491,2020-01-16 22:47:17,UserA,2020-02-21 18:07:11,,2020-08-18 04:56:16,,,UserC,,,email,Software,2 Medium,This is a description,2 - High,Normal,Overdue
INC492,2020-02-18 16:44:31,UserB,2020-02-12 02:50:36,,,2020-04-15 09:45:19,2020-09-13 12:40:44,UserA,,,email,Software,3 Low,This is a description,3 - Moderate,Normal,Normal
INC493,2020-02-26 23:12:31,UserA,2020-02-16 23:18:37,,,2020-04-09 11:23:48,,UserB,,2020-06-18 09:32:32,walk-in,Network,3 Low,This is a description,2 - High,,Normal
INC494,2020-01-17 12:20:46,UserB,2020-03-13 13:27:56,,,2020-04-11 08:54:12,2020-10-02 23:17:06,UserF,2020-04-03 12:18:08,,email,Software,3 Low,This is a description,3 - Moderate,,Normal
INC495,2020-01-21 04:44:46,UserB,2020-02-27 10:43:37,,,,,UserA,,,phone,Smartphone,2 Medium,This is a description,1 - Critical,Normal,New
INC496,2020-01-23 06:15:14,UserE,2020-03-02 09:36:03,,,2020-03-27 11:22:08,,UserA,2020-04-23 01:47:56,,phone,Smartphone,2 Medium,This is a description,1 - Critical,In Progress,New
INC497,2020-02-23 11:05:24,UserD,2020-02-20 21:23:51,,,,,UserE,,,walk-in,Help,1 High,This is a description,2 - High,,New
INC498,2020-01-20 04:15:41,UserF,2020-03-23 14:30:10,2020-07-19 17:04:28,,2020-03-21 19:40:03,2020-09-13 01:25:07,UserF,,2020-05-26 03:15:44,walk-in,Help,2 Medium,This is a description,4 - Low,Closed,Overdue
